作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
042310,ルンペルシュチルツヒェン,ルンペルシュチルツヒェン,るんへるしゆちるつひえん,,,Rumpelstilzchen,,NDC K943,新字新仮名,なし,2004-07-15,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42310.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42310_ruby_15800.zip,2004-06-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/42310_15932.html,2004-06-21,ShiftJIS,JIS X 0208,0
046167,六羽の白鳥,ろくわのはくちょう,ろくわのはくちよう,,,,,NDC K943,新字新仮名,なし,2012-06-04,2017-08-17,https://www.aozora.gr.jp/cards/001091/card46167.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年1月20日,1949（昭和24）年4月10日再版,1949（昭和24）年4月10日再版,,,,,,,,,,,,浅原庸子,大久保ゆう,https://www.aozora.gr.jp/cards/001091/files/46167_ruby_47390.zip,2012-05-07,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/46167_47814.html,2012-05-07,ShiftJIS,JIS X 0208,0
043622,加利福尼亜の宝島,カリフォルニアのたからじま,かりふおるにあのたからしま,（お伽冒険談）,（おとぎぼうけんだん）,,「中学世界」博文館、1925（大正14）年1月～8月,NDC K913,新字新仮名,なし,2005-04-04,2014-09-18,https://www.aozora.gr.jp/cards/000255/card43622.html,000255,国枝,史郎,くにえだ,しろう,くにえた,しろう,Kunieda,Shiro,著者,1887-10-10,1943-04-08,なし,十二神貝十郎手柄話,国枝史郎伝奇文庫17、講談社,1976（昭和51）年9月12日,1976（昭和51）年9月12日第1刷,　,,,,,,,,,,,,阿和泉拓,湯地光弘,https://www.aozora.gr.jp/cards/000255/files/43622_ruby_17995.zip,2005-03-15,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000255/files/43622_18058.html,2005-03-15,ShiftJIS,JIS X 0208,0
047421,沙漠の歌,さばくのうた,さはくのうたすたんれえたんけんにつき,スタンレー探検日記,スタンレーたんけんにっき,,「少年倶楽部」1921（大正10）年8月,NDC K913,新字新仮名,なし,2019-01-28,2018-12-24,https://www.aozora.gr.jp/cards/000255/card47421.html,000255,国枝,史郎,くにえだ,しろう,くにえた,しろう,Kunieda,Shiro,著者,1887-10-10,1943-04-08,なし,国枝史郎探偵小説全集　全一巻,作品社,2005（平成17）年9月15日,2005（平成17）年9月15日第1刷,2005（平成17）年9月15日第1刷,少年倶楽部,,1921（大正10）年8月,,,,,,,,,門田裕志,阿和泉拓,https://www.aozora.gr.jp/cards/000255/files/47421_ruby_66707.zip,2018-12-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000255/files/47421_66758.html,2018-12-24,ShiftJIS,JIS X 0208,0
043772,二人町奴,ふたりまちやっこ,ふたりまちやつこ,,,,「少年倶楽部」1927（昭和2）年4月,NDC K913,新字新仮名,なし,2005-10-08,2014-09-18,https://www.aozora.gr.jp/cards/000255/card43772.html,000255,国枝,史郎,くにえだ,しろう,くにえた,しろう,Kunieda,Shiro,著者,1887-10-10,1943-04-08,なし,国枝史郎伝奇全集　巻六,未知谷,1993（平成5）年9月30日,1993（平成5）年9月30日初版,1993（平成5）年9月30日初版,,,,,,,,,,,,阿和泉拓,小林繁雄、門田裕志,https://www.aozora.gr.jp/cards/000255/files/43772_ruby_19461.zip,2005-09-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000255/files/43772_19491.html,2005-09-21,ShiftJIS,JIS X 0208,0
001410,画の悲み,えのかなしみ,えのかなしみ,,,,「青年界」第一卷第二號、1902（明治35）年8月1日発行,NDC K913,旧字旧仮名,なし,2001-12-21,2014-09-17,https://www.aozora.gr.jp/cards/000038/card1410.html,000038,国木田,独歩,くにきだ,どっぽ,くにきた,とつほ,Kunikida,Doppo,著者,1871-08-30,1908-06-23,なし,定本　国木田独歩全集　第二巻,学習研究社,1964（昭和39）年7月1日、1978（昭和53）年3月1日増訂版,1995（平成7）年7月3日増補版,1995（平成7）年7月3日増補版,運命,佐久良書房,1906（明治39）年3月,,,,,,,,,鈴木厚司,小林繁雄,https://www.aozora.gr.jp/cards/000038/files/1410_ruby_5686.zip,2004-07-03,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000038/files/1410_15991.html,2004-07-03,ShiftJIS,JIS X 0208,0
001411,画の悲み,えのかなしみ,えのかなしみ,,,,,NDC K913,新字新仮名,なし,2001-05-28,2014-09-17,https://www.aozora.gr.jp/cards/000038/card1411.html,000038,国木田,独歩,くにきだ,どっぽ,くにきた,とつほ,Kunikida,Doppo,著者,1871-08-30,1908-06-23,なし,日本児童文学名作集（上）　桑原三郎・千葉俊二編,岩波文庫、岩波書店,1994（平成6）年2月16日,,,国木田独歩全集　２,学習研究社,1964（昭和39）年7月1日,,,,,,,,,鈴木厚司,mayu,https://www.aozora.gr.jp/cards/000038/files/1411_ruby_46.zip,2004-07-08,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000038/files/1411_16038.html,2004-07-08,ShiftJIS,JIS X 0208,0
059835,赤ずきん,あかずきん,あかすきん,,,,,NDC K943,新字新仮名,なし,2021-01-04,2020-12-27,https://www.aozora.gr.jp/cards/001091/card59835.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59835_ruby_72426.zip,2020-12-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59835_72466.html,2020-12-27,ShiftJIS,JIS X 0208,0
042311,赤ずきんちゃん,あかずきんちゃん,あかすきんちやん,,,ROTKAPPCHEN,,NDC K943,新字新仮名,なし,2004-05-11,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42311.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42311_ruby_15515.zip,2005-11-19,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/42311_15546.html,2005-11-19,ShiftJIS,JIS X 0208,1
059742,いさましい　ちびの仕立屋さん,いさましい　ちびのしたてやさん,いさましい　ちひのしたてやさん,,,,,NDC K943,新字新仮名,なし,2020-01-04,2019-12-28,https://www.aozora.gr.jp/cards/001091/card59742.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59742_ruby_69899.zip,2019-12-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59742_69952.html,2019-12-28,ShiftJIS,JIS X 0208,0
059836,歌をうたう骨,うたをうたうほね,うたをうたうほね,,,,,NDC K943,新字新仮名,なし,2022-02-24,2022-01-28,https://www.aozora.gr.jp/cards/001091/card59836.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59836_ruby_74915.zip,2022-01-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59836_74950.html,2022-01-28,ShiftJIS,JIS X 0208,0
059518,うまい商売,うまいしょうばい,うまいしようはい,,,,,NDC K943,新字新仮名,なし,2020-02-24,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59518.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59518_ruby_70156.zip,2023-09-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59518_70205.html,2023-09-06,ShiftJIS,JIS X 0208,1
059521,オオカミと七ひきの子ヤギ,オオカミとしちひきのこヤギ,おおかみとしちひきのこやき,,,,,NDC K943,新字新仮名,なし,2020-09-20,2020-08-28,https://www.aozora.gr.jp/cards/001091/card59521.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59521_ruby_71638.zip,2020-08-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59521_71684.html,2020-08-28,ShiftJIS,JIS X 0208,0
042312,おおかみと七ひきのこどもやぎ,おおかみとななひきのこどもやぎ,おおかみとななひきのこともやき,,,DER WOLF UND DIE SIEBEN JUNGEN GEISSLEIN,,NDC K943,新字新仮名,なし,2004-05-11,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42312.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42312_ruby_15514.zip,2004-04-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/42312_15547.html,2004-04-29,ShiftJIS,JIS X 0208,0
060028,おくさま狐の御婚礼,おくさまぎつねのごこんれい,おくさまきつねのここんれい,,,,,NDC K943,新字新仮名,なし,2021-11-01,2022-03-06,https://www.aozora.gr.jp/cards/001091/card60028.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,完訳　グリム童話集（二）〔全五冊〕,岩波文庫、岩波書店,1979（昭和54）年8月16日,1989（平成元）年5月16日第15刷,2020（令和2）年5月15日第53刷,,,,,,,,,,,,かな　とよみ,山本洋一,https://www.aozora.gr.jp/cards/001091/files/60028_ruby_74365.zip,2022-03-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/60028_74403.html,2022-03-06,ShiftJIS,JIS X 0208,1
059837,おりこうハンス,おりこうハンス,おりこうはんす,,,,,NDC K943,新字新仮名,なし,2022-02-23,2023-09-12,https://www.aozora.gr.jp/cards/001091/card59837.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59837_ruby_74914.zip,2023-09-12,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/001091/files/59837_74949.html,2023-09-12,ShiftJIS,JIS X 0208,2
042313,かえるの王さま,かえるのおうさま,かえるのおうさま,,,DER FROSCHKONIG ODER DER EISERNE HEINRICH,,NDC K943,新字新仮名,なし,2004-05-11,2024-10-05,https://www.aozora.gr.jp/cards/001091/card42313.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42313_ruby_15516.zip,2004-04-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/42313_15548.html,2004-04-29,ShiftJIS,JIS X 0208,0
059498,カエルの王さま,カエルのおうさま,かえるのおうさま,または鉄のハインリッヒ,またはてつのハインリッヒ,,,NDC K943,新字新仮名,なし,2020-09-20,2020-08-30,https://www.aozora.gr.jp/cards/001091/card59498.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59498_ruby_71637.zip,2020-08-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59498_71683.html,2020-08-30,ShiftJIS,JIS X 0208,0
059536,かわいそうな粉ひきの若いものと小猫,かわいそうなこなひきのわかいものとこねこ,かわいそうなこなひきのわかいものとこねこ,,,,,NDC K943,新字新仮名,なし,2019-11-01,2022-03-06,https://www.aozora.gr.jp/cards/001091/card59536.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,完訳　グリム童話集（三）〔全五冊〕,岩波文庫、岩波書店,1979（昭和54）年9月17日,1989（平成元）年5月16日第13刷,1999（平成11）年1月14日第29刷,,,,,,,,,,,,かな　とよみ,noriko saito,https://www.aozora.gr.jp/cards/001091/files/59536_ruby_69497.zip,2022-03-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59536_69548.html,2022-03-06,ShiftJIS,JIS X 0208,1
060125,狐と猫,きつねとねこ,きつねとねこ,,,,,NDC K943,新字新仮名,なし,2020-11-01,2022-03-06,https://www.aozora.gr.jp/cards/001091/card60125.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,完訳　グリム童話集（二）〔全五冊〕,岩波文庫、岩波書店,1979（昭和54）年8月16日,1989（平成元）年5月16日第15刷,1989（平成元）年5月16日第15刷,,,,,,,,,,,,かな　とよみ,noriko saito,https://www.aozora.gr.jp/cards/001091/files/60125_ruby_72059.zip,2022-03-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/60125_72100.html,2022-03-06,ShiftJIS,JIS X 0208,1
060029,子どもたちが屠殺ごっこをした話,こどもたちがとさつごっこをしたはなし,こともたちかとさつこつこをしたはなし,,,,,NDC K943,新字新仮名,なし,2021-12-10,2021-11-27,https://www.aozora.gr.jp/cards/001091/card60029.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,完訳　グリム童話集（一）〔全五冊〕,岩波文庫、岩波書店,1979（昭和54）年7月16日,1989（平成元）年5月16日第17刷,2020（令和2）年6月5日第62刷,,,,,,,,,,,,かな　とよみ,山本洋一,https://www.aozora.gr.jp/cards/001091/files/60029_ruby_74570.zip,2021-11-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/60029_74607.html,2021-11-27,ShiftJIS,JIS X 0208,0
059519,こわいことを知りたくて旅にでかけた男の話,こわいことをしりたくてたびにでかけたおとこのはなし,こわいことをしりたくてたひにてかけたおとこのはなし,,,,,NDC K943,新字新仮名,なし,2019-12-16,2019-11-24,https://www.aozora.gr.jp/cards/001091/card59519.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59519_ruby_69696.zip,2019-11-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59519_69741.html,2019-11-24,ShiftJIS,JIS X 0208,0
059634,三人の糸くり女,さんにんのいとくりおんな,さんにんのいとくりおんな,,,,,NDC K943,新字新仮名,なし,2020-06-30,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59634.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59634_ruby_71121.zip,2023-09-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59634_71166.html,2023-09-06,ShiftJIS,JIS X 0208,1
059838,三本の金の髪の毛をもっている鬼,さんぼんのきんのかみのけをもっているおに,さんほんのきんのかみのけをもつているおに,,,,,NDC K943,新字新仮名,なし,2021-11-22,2023-09-06,https://www.aozora.gr.jp/cards/001091/card59838.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59838_ruby_74390.zip,2023-09-06,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/59838_74428.html,2023-09-06,ShiftJIS,JIS X 0208,1
059743,三枚のヘビの葉,さんまいのヘビのは,さんまいのへひのは,,,,,NDC K943,新字新仮名,なし,2020-07-20,2020-06-27,https://www.aozora.gr.jp/cards/001091/card59743.html,001092,グリム,ヴィルヘルム・カール,グリム,ヴィルヘルム・カール,くりむ,ういるへるむかある,Grimm,Wilhelm Carl,著者,1786-02-24,1859-12-16,なし,グリム童話集（1）,偕成社文庫、偕成社,1980（昭和55）年6月,2009（平成21）年6月49刷,2014（平成26）年12月51刷,,,,,,,,,,,,sogo,チエコ,https://www.aozora.gr.jp/cards/001091/files/59743_ruby_71243.zip,2020-06-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/59743_71292.html,2020-06-27,ShiftJIS,JIS X 0208,0
